"","datetime","country","shape","city"
"57878",NA,"us","circle","burlington"
"57879",NA,"us","light","issaquah"
"57880",NA,"us","fireball","san francisco"
"57881",NA,"us","circle","atlanta"
"57882",NA,"us","unknown","filley"
"57883",NA,"us","sphere","seaford"
"57884",NA,"us","oval","salem"
"57885",NA,"us","other","greenville"
"57886",NA,"us","other","greenville"
"57887",NA,"us","triangle","new albany"
"57888",NA,"us","fireball","scranton"
"57889",NA,"us","circle","appleton"
"57890",NA,"us","light","delta"
"57891",NA,"us","unknown","ozark"
"57892",NA,"us","disk","the colony"
"57893",NA,"us","disk","carbonado (outside of)"
"57894",NA,"us","light","republic"
"57895",NA,"us","rectangle","decatur"
"57896",NA,"us","sphere","batavia"
"57897",NA,"us","sphere","batavia"
"57898",NA,"us","sphere","batavia"
"57899",NA,"us","disk","carlsbad"
"57900",NA,"us","oval","san diego"
"57901",NA,"us","other","schuyler"
"57902",NA,NA,"circle","blueridge"
"57903",NA,"us","light","ballwin"
"57904",NA,"us","flash","elysburg"
"57905",NA,"us","fireball","cornelius"
"57906",NA,"us","oval","lake orion"
"57907",NA,NA,"circle","shelby twp"
"57908",NA,"us","unknown","sikeston"
"57909",NA,"us","sphere","st. joseph"
"57910",NA,"us","light","seattle"
"57911",NA,"ca","sphere","saint john (canada)"
"57912",NA,"gb","other","corby (uk/england)"
"57913",NA,"us","light","pine ridge"
"57914",NA,"gb","fireball","birmingham (uk/england)"
"57915",NA,NA,"rectangle","budapest (hungary)"
"57916",NA,NA,"light","san pascual (philippines)"
"57917",NA,"us","changing","dayville"
"57918",NA,"us","fireball","highland park"
"57919",NA,"us","circle","dayton"
"57920",NA,"us","triangle","fayetteville"
"57921",NA,"us","oval","willits"
"57922",NA,NA,"circle","camp seph mack"
"57923",NA,"us","light","fort collins"
"57924",NA,"us","circle","lebanon"
"57925",NA,"us","light","north babylon"
"57926",NA,"us","circle","el paso"
"57927",NA,NA,"light","crofton"
"57928",NA,"us","cylinder","dunedin"
"57929",NA,"us","cylinder","dunedin"
"57930",NA,"us","changing","las cruces"
"57931",NA,"us","fireball","kingsport"
"57932",NA,"us","light","mabank"
"57933",NA,"us","light","west des moines"
"57934",NA,"us","light","charlotte"
"57935",NA,"us","cylinder","memphis"
"57936",NA,"au","triangle","henty (nsw)(australia)"
"57937",NA,"us","cigar","maplewood"
"57938",NA,"us","fireball","moore"
"57939",NA,"us","light","springtown"
"57940",NA,"us","oval","trussville"
"57941",NA,"us","diamond","menominee"
"57942",NA,"us","light","detroit"
"57943",NA,NA,"unknown","patrick county"
"57944",NA,"ca","fireball","winnipeg (canada)"
"57945",NA,"us","diamond","detroit"
"57946",NA,"us","sphere","fresno"
"57947",NA,"us","triangle","eldridge (towards; going north on utica ridge road)"
"57948",NA,"us","light","cinnaminson"
"57949",NA,"us","light","escalon"
"57950",NA,"us","fireball","dayton"
"57951",NA,"us","light","omaha"
"57952",NA,"us","cylinder","niles"
"57953",NA,"us","egg","new york city (brooklyn)"
"57954",NA,"us","diamond","portage"
"57955",NA,"us","cone","rock hill"
"57956",NA,"us","light","santa cruz"
"57957",NA,"us","light","beacon falls"
"57958",NA,"gb","light","camborne (uk/england)"
"57959",NA,"gb","diamond","crawley (uk/england)"
"57960",NA,"us","circle","lakeview (north of; hwy 140/395)"
"57961",NA,"ca","fireball","london (canada)"
"57962",NA,"ca","circle","kanata (canada)"
"57963",NA,NA,"circle","mount albert (canada)"
"57964",NA,NA,"light","mansfield"
"57965",NA,"us","light","glendale"
"57966",NA,NA,"disk","sanchez (dominican republic)"
"57967",NA,"us","other","sunnyvale"
"57968",NA,"us","circle","tulsa"
"57969",NA,"us",NA,"cherry hill"
"57970",NA,"us",NA,"endicott"
"57971",NA,"us",NA,"clinton"
"57972",NA,"ca","formation","aylmer (canada)"
"57973",NA,"us","unknown","helena"
"57974",NA,"us","triangle","gresham"
"57975",NA,"us","light","lansing"
"57976",NA,"us","triangle","north babylon (long island)"
"57977",NA,"us","other","fountain hills"
"57978",NA,NA,"circle","east amwell"
"57979",NA,NA,"oval","east amwell township"
"57980",NA,"us","disk","trenton (hamilton township)"
"57981",NA,"us","circle","penfield"
"57982",NA,"us","fireball","hesperia"
"57983",NA,"us","circle","overland park"
"57984",NA,"us","sphere","port angeles"
"57985",NA,NA,"other","fort defiance"
"57986",NA,"us","diamond","vacaville (near)"
"57987",NA,"us","triangle","ashland"
"57988",NA,"us","unknown","west chazy"
"57989",NA,NA,"other","interstate 5"
"57990",NA,"us","light","fallbrook"
"57991",NA,"us","light","apache junction"
"57992",NA,"us","fireball","bakersfield"
"57993",NA,"us","circle","moab"
"57994",NA,"us","light","boston"
"57995",NA,"us","triangle","sewell (washington township)"
"57996",NA,"us","changing","missoula"
"57997",NA,"us","circle","sarasota"
"57998",NA,"us","other","irvine"
"57999",NA,"us","egg","ann arbor"
"58000",NA,"us","cylinder","pasadena"
"58001",NA,"us","cigar","los angeles"
"58002",NA,"us","other","kennewick"
"58003",NA,"au","circle","coffs harbour (australia)"
"58004",NA,"us","triangle","rockville"
"58005",NA,"us","light","clearfield"
"58006",NA,"us","teardrop","wichita"
"58007",NA,"us","teardrop","dunn"
"58008",NA,"us","fireball","phoenix"
"58009",NA,"us","oval","natchitoches"
"58010",NA,"us","formation","selden"
"58011",NA,"gb",NA,"chelmsford (uk/england)"
"58012",NA,"us","light","seattle (west seattle)"
"58013",NA,"us","sphere","st. george"
"58014",NA,"us","cylinder","pittsburgh"
"58015",NA,"ca","unknown","toronto (canada)"
"58016",NA,"us","formation","smithport"
"58017",NA,"us","light","mentor"
"58018",NA,"gb","light","broxburn (uk/england)"
"58019",NA,"ca","changing","toronto (canada)"
"58020",NA,"us","circle","sherwood"
"58021",NA,"us","oval","pratt"
"58022",NA,NA,"circle","durban (south africa)"
"58023",NA,"us","sphere","portland"
"58024",NA,"us","sphere","austin"
"58025",NA,"us","light","port aransas"
"58026",NA,"us","fireball","pearland"
"58027",NA,"us","egg","dripping springs"
"58028",NA,"us","other","akron"
"58029",NA,"us","cigar","seattle (skyway)"
"58030",NA,"us","triangle","georgetown"
"58031",NA,"us","fireball","new york city"
"58032",NA,"us","disk","tempe"
"58033",NA,"us","light","wheeling"
"58034",NA,"us","circle","gold bar"
"58035",NA,"us","chevron","charlotte"
"58036",NA,NA,"oval","lasalle"
"58037",NA,"us","triangle","colorado springs"
"58038",NA,"us","triangle","lake charles"
"58039",NA,"us","sphere","kill devil hills"
"58040",NA,"us","unknown","leavenworth"
"58041",NA,"us","disk","portland"
"58042",NA,"us","unknown","austin"
"58043",NA,"us","oval","vista"
"58044",NA,NA,"cigar","baja (mexico)"
"58045",NA,"us","light","los angeles"
"58046",NA,"us","unknown","riverside"
"58047",NA,"us","light","oklahoma city"
"58048",NA,NA,"formation","little torch key"
"58049",NA,"us","light","olympia"
"58050",NA,"ca","cigar","halifax (canada)"
"58051",NA,NA,NA,"nevada"
"58052",NA,"us","other","jersey city"
"58053",NA,"us","changing","hoboken"
"58054",NA,"us","light","gilroy"
"58055",NA,"us","light","oak lawn"
"58056",NA,NA,"light","boger (uk/england)"
"58057",NA,"us","triangle","hooks"
"58058",NA,"us","other","waukesha"
"58059",NA,"us","light","elko"
"58060",NA,"us","disk","gardendale"
"58061",NA,"us","rectangle","new brunswick"
"58062",NA,"us","other","san antonio"
"58063",NA,"us","flash","boulder"
"58064",NA,"us","fireball","lake orion"
"58065",NA,NA,NA,"camanche"
"58066",NA,"us","oval","cadott"
"58067",NA,"us","triangle","juneau"
"58068",NA,"us","diamond","mcconnells"
"58069",NA,NA,"egg","willamsburg/ottawa (between)"
"58070",NA,"us","triangle","fairborn"
"58071",NA,"us","light","carlsbad"
"58072",NA,"us","cylinder","maple valley"
"58073",NA,"us","circle","beaufort"
"58074",NA,NA,"disk","interstate 5 (fresno/merced counties)"
"58075",NA,"us","light","mountain center"
"58076",NA,"us","unknown","lexington"
"58077",NA,"us","light","mesa"
"58078",NA,NA,"unknown","monterey park / los angeles"
"58079",NA,"us","formation","philadelphia (penn&#39s landing)"
"58080",NA,NA,"fireball","walton-on-thames&#44 surrey (uk/england)"
"58081",NA,"gb","circle","stoke-on-trent (uk/england)"
"58082",NA,"gb","fireball","basingstoke (uk/england)"
"58083",NA,"us","diamond","hat creek"
"58084",NA,"us","light","pocatello"
"58085",NA,NA,"light","zurich (switzerland)"
"58086",NA,"us","triangle","summerville"
"58087",NA,"us","changing","zionsville"
"58088",NA,"us","light","plano"
"58089",NA,"us","triangle","east norriton"
"58090",NA,"gb","oval","hertfordshire (uk/england)"
"58091",NA,"us","circle","western springs"
"58092",NA,NA,"oval","hiller&oslash;d (denmark)"
"58093",NA,"us","light","monterey"
"58094",NA,"us","other","hampton"
"58095",NA,"us","unknown","hampton"
"58096",NA,"us","light","milwaukee"
"58097",NA,"us","triangle","antioch"
"58098",NA,"us","light","holden beach"
"58099",NA,"us","light","stamford"
"58100",NA,NA,"oval","pfafftown"
"58101",NA,NA,"teardrop","heby (sweden)"
"58102",NA,"us","unknown","minneapolis"
"58103",NA,NA,"circle","prescott national forest"
"58104",NA,"us","triangle","los banos"
"58105",NA,"us","egg","seattle"
"58106",NA,"us","cylinder","monterey"
"58107",NA,"us","cigar","las vegas"
"58108",NA,"us","sphere","bethany beach"
"58109",NA,"us","other","dixon"
"58110",NA,"us","oval","detroit"
"58111",NA,"us","disk","san leandro"
"58112",NA,"us",NA,"federalsburg"
"58113",NA,"us","other","albuquerque"
"58114",NA,"us","circle","o&#39fallon"
"58115",NA,"us","light","parkton"
"58116",NA,NA,"circle","sault ste marie (canada)"
"58117",NA,"us","sphere","mays landing"
"58118",NA,"us","triangle","parkville"
"58119",NA,"us","sphere","brunswick"
"58120",NA,NA,"circle","shelby twp"
"58121",NA,"us","light","costa mesa"
"58122",NA,"us","fireball","gila bend"
"58123",NA,"us","circle","seattle"
"58124",NA,"us","unknown","hamburg"
"58125",NA,"us","fireball","parma"
"58126",NA,"us","light","rocklin"
"58127",NA,"us","light","show low"
"58128",NA,"us","light","walton"
"58129",NA,"us","fireball","wildwood"
"58130",NA,"us","fireball","iowa city"
"58131",NA,"us","formation","tulsa"
"58132",NA,"us",NA,"nampa"
"58133",NA,"us","changing","longmont"
"58134",NA,"us","circle","clearwater"
"58135",NA,"us","triangle","clearwater"
"58136",NA,"us","light","buckeye"
"58137",NA,"us","light","stephens city"
"58138",NA,"us","sphere","independence"
"58139",NA,"us","light","sulphur springs"
"58140",NA,"us","light","gretna"
"58141",NA,"us","rectangle","independence"
"58142",NA,"us","light","minnetrista"
"58143",NA,"us","triangle","evergreen"
"58144",NA,"us","fireball","springdale"
"58145",NA,"us","light","seattle"
"58146",NA,"us","other","alpine"
"58147",NA,"us","rectangle","globe"
"58148",NA,"us","disk","alexandria"
"58149",NA,"us","disk","vassalboro"
"58150",NA,"us","circle","cottonwood"
"58151",NA,NA,"sphere","gander area (canada)"
"58152",NA,"us","cylinder","jackson"
"58153",NA,"us","changing","portland"
"58154",NA,"us",NA,"new providence"
"58155",NA,"us",NA,"irving"
"58156",NA,"us",NA,"tacoma"
"58157",NA,"us",NA,"lisbon"
"58158",NA,"us",NA,"baltimore"
"58159",NA,"us","changing","tempe"
"58160",NA,"us","light","walled lake"
"58161",NA,NA,"other","harvey&#39s lake"
"58162",NA,NA,"cylinder","wilcox"
"58163",NA,"us","disk","springfield"
"58164",NA,"us","light","blossburg (5 miles east of)"
"58165",NA,"us","sphere","ellicott city"
"58166",NA,"us","oval","craig (5 miles east of)"
"58167",NA,"us","circle","fitchburg"
"58168",NA,"us","light","central point"
"58169",NA,NA,"fireball","goat island/isle of palm (between&#44 intracoastal waterway)"
"58170",NA,"us","cigar","sacramento"
"58171",NA,NA,"unknown","gulf of mexico"
"58172",NA,"us","triangle","colorado springs"
"58173",NA,"us","cylinder","cedar park"
"58174",NA,"us","triangle","jasper  (5 miles s.e. from springfield&#44 or)"
"58175",NA,"us","oval","newmarket"
"58176",NA,"us","light","albuquerque"
"58177",NA,"ca","circle","sherwood park (canada)"
"58178",NA,"us","triangle","st. louis"
"58179",NA,"us","light","monticello"
"58180",NA,"us","triangle","toledo"
"58181",NA,"us","triangle","bryn mawr"
"58182",NA,"us","light","mission viejo"
"58183",NA,"us","circle","simi valley"
"58184",NA,"us","light","spearfish"
"58185",NA,"us","chevron","vancouver"
"58186",NA,"us","egg","new york city (staten island)"
"58187",NA,NA,"cigar","polomolok&#44 south cotabato (philippines)"
"58188",NA,"us","disk","winston-salem"
"58189",NA,"us","egg","wisconsin dells"
"58190",NA,"us","circle","wooster"
"58191",NA,"us",NA,"berryville"
"58192",NA,"us","circle","albuquerque"
"58193",NA,"us","unknown","mountain view"
"58194",NA,"us","oval","lodi"
"58195",NA,NA,"sphere","los angeles/angeles natl. forest"
"58196",NA,"us","circle","orlando"
"58197",NA,"us","formation","belton"
"58198",NA,NA,"light","atlantic city area"
"58199",NA,"us","light","atlantic city"
"58200",NA,"us","unknown","milford"
"58201",NA,"us","light","virginia beach"
"58202",NA,"us","disk","new york city (brooklyn)"
"58203",NA,"us","light","kenly"
"58204",NA,"us","light","layton"
"58205",NA,"us","disk","new york city (manhattan)"
"58206",NA,"us","disk","new york city (queens)"
"58207",NA,"us","disk","shady point"
"58208",NA,"us","other","yuba city"
"58209",NA,"us","unknown","columbus"
"58210",NA,"ca","sphere","saskatoon (canada)"
"58211",NA,"us","oval","wilmington"
"58212",NA,"us","rectangle","waterloo"
"58213",NA,NA,"unknown","nation wide"
"58214",NA,"us","other","mullan"
"58215",NA,"ca","light","mississauga (canada)"
"58216",NA,"us","disk","hesperia"
"58217",NA,"us","sphere","naples"
"58218",NA,NA,"cone","australia"
"58219",NA,NA,"circle","morden&#44 surrey (uk/england)"
"58220",NA,NA,"circle","australia"
"58221",NA,"us","other","stockbridge"
"58222",NA,"us","light","angola"
"58223",NA,"us","unknown","eugene"
"58224",NA,"us","diamond","brookings"
"58225",NA,"us","disk","gila bend"
"58226",NA,"us","disk","gila bend"
"58227",NA,"us","unknown","crescent city"
"58228",NA,"us","diamond","panama city beach"
"58229",NA,NA,"oval","unkown"
"58230",NA,NA,"rectangle","sault ste. marie"
"58231",NA,NA,"cylinder","sault ste. marie"
"58232",NA,"au","light","armadale (western australia)"
"58233",NA,NA,"triangle","china spring"
"58234",NA,"us","light","casper"
"58235",NA,NA,"changing","bullhead"
"58236",NA,"us","unknown","pasadena"
"58237",NA,NA,"triangle","paphos (cyprus)"
"58238",NA,"us","light","forest lake"
"58239",NA,"us","light","grand rapids"
"58240",NA,"us","circle","lake isabella"
"58241",NA,"gb","sphere","glastonbury (uk/england)"
"58242",NA,"us","disk","seattle"
"58243",NA,"us","other","seattle"
"58244",NA,"us","cigar","hammond"
"58245",NA,"us","light","robbinsville (near)"
"58246",NA,"us","light","garden city beach"
"58247",NA,"us","oval","bloomington"
"58248",NA,"us","light","myrtle beach"
"58249",NA,"us","other","costa mesa"
"58250",NA,"us","light","richland"
"58251",NA,"us","light","denham springs"
"58252",NA,"us","light","woodbridge"
"58253",NA,"us","sphere","northport"
"58254",NA,"us","light","alamogordo"
"58255",NA,"us","cigar","weston"
"58256",NA,"us","cigar","shamokin"
"58257",NA,"us","circle","auburn"
"58258",NA,"us","triangle","azle"
"58259",NA,"us","circle","hazel park"
"58260",NA,"us","oval","lone pine"
"58261",NA,"ca","chevron","saskatoon (canada)"
"58262",NA,"us","disk","spokane"
"58263",NA,"us","triangle","azle"
"58264",NA,NA,"light","logan- columbus"
"58265",NA,"us","circle","destin"
"58266",NA,"de","sphere","staufen (germany)"
"58267",NA,"us","circle","roscoe"
"58268",NA,"us","oval","mount holly"
"58269",NA,"us","cylinder","gainesville"
"58270",NA,"us","diamond","phoenix"
"58271",NA,"us","triangle","tiburon"
"58272",NA,"us","light","dallas"
"58273",NA,NA,"triangle","atlantic ocean"
"58274",NA,"us","circle","bowling green"
"58275",NA,"us","circle","dallas"
"58276",NA,"us","triangle","uniontown"
"58277",NA,"us","light","mexico"
"58278",NA,"us","formation","leon valley"
"58279",NA,NA,"light","dublin (ireland)"
"58280",NA,"us","unknown","glendale"
"58281",NA,"us","oval","jacksonville"
"58282",NA,"us","teardrop","butler"
"58283",NA,"us","circle","lyndonville"
"58284",NA,"us","cigar","columbus"
"58285",NA,"us","cigar","platteville"
"58286",NA,NA,"oval","jamesville"
"58287",NA,"us","teardrop","phoenix"
"58288",NA,"us","changing","houston"
"58289",NA,"us","sphere","denver"
"58290",NA,"us","light","lake havasu city"
"58291",NA,"us","sphere","mears"
"58292",NA,"us","sphere","sandwich"
"58293",NA,"us","light","lincoln"
"58294",NA,"us","other","troy"
"58295",NA,NA,"light","dudley&#44 kingswinford (uk/england)"
"58296",NA,"us","triangle","ferndale"
"58297",NA,"us","fireball","henderson"
"58298",NA,"us","unknown","myrtle beach"
"58299",NA,"us","sphere","denver"
"58300",NA,"us","sphere","littleton"
"58301",NA,"us","cigar","erie"
"58302",NA,"us","teardrop","browns mills"
"58303",NA,"us","fireball","black river falls"
"58304",NA,"us","triangle","springfield"
"58305",NA,"us","light","ames"
"58306",NA,"us","triangle","hermitage"
"58307",NA,"us","light","ocean isle beach"
"58308",NA,"us","light","ocean isle beach"
"58309",NA,"us","triangle","north myrtle beach"
"58310",NA,"us","light","litchfield beach"
"58311",NA,"us","oval","angola"
"58312",NA,"us","disk","osage beach"
"58313",NA,"us","changing","isle la motte"
"58314",NA,"us","sphere","lemont"
"58315",NA,"us","sphere","lexington"
"58316",NA,"us","fireball","plymouth"
"58317",NA,NA,"sphere","miami township"
"58318",NA,NA,"cone","khania (greece)"
"58319",NA,"us","circle","thompsons station"
"58320",NA,"us","light","harvard"
"58321",NA,"us",NA,"harrisburg"
"58322",NA,"us","sphere","pawtucket"
"58323",NA,"us","sphere","medford"
"58324",NA,"us","diamond","sherman oaks"
"58325",NA,"us","disk","las vegas"
"58326",NA,"us","flash","redding"
"58327",NA,"us","triangle","cheney"
"58328",NA,"us","fireball","freehold"
"58329",NA,"us","light","south charleston"
"58330",NA,"us","disk","thousand oaks"
"58331",NA,"us","fireball","york"
"58332",NA,"us","fireball","jonesboro"
"58333",NA,"us","circle","plainfield"
"58334",NA,"us","circle","parkersburg"
"58335",NA,"ca","sphere","calgary (canada)"
"58336",NA,"us","other","seattle"
"58337",NA,"us","unknown","lincoln county"
"58338",NA,"us","rectangle","lowell"
"58339",NA,"us","light","goodyear"
"58340",NA,"us","cylinder","oak harbor"
"58341",NA,"us","light","wichita falls"
"58342",NA,"us","oval","covina"
"58343",NA,"us","oval","forsyth"
"58344",NA,"us","circle","cleveland heights"
"58345",NA,"us","unknown","lakewood"
"58346",NA,"us","circle","littleton"
"58347",NA,"us","triangle","parkdale"
"58348",NA,"us","fireball","meridian"
"58349",NA,"us","fireball","nicholasville"
"58350",NA,"us","light","austin"
"58351",NA,"us","light","schaumburg"
"58352",NA,"us","fireball","plummer"
"58353",NA,"us","changing","atlanta"
"58354",NA,"us","disk","thurmont"
"58355",NA,NA,"other","fort lauderdale"
"58356",NA,NA,"light","waitesfield"
"58357",NA,"us","light","st. paul"
"58358",NA,"us","light","tampa"
"58359",NA,NA,"rectangle","odessa (ukraine)"
"58360",NA,NA,"cigar","peterborough lakes (by kawartha; peterborough) (canada)"
"58361",NA,NA,"light","dull center (near bill) (north of douglas)"
"58362",NA,"us","other","mankato"
"58363",NA,"us",NA,"klamath falls"
"58364",NA,"us","light","east providence"
"58365",NA,"us","light","east providence"
"58366",NA,NA,"light","nacagdoches"
"58367",NA,"us","triangle","cave creek"
"58368",NA,NA,"unknown","ballymoney&#44 antrim (uk/wales)"
"58369",NA,"us","unknown","farmington (approx. 3 miles n of)"
"58370",NA,"us","circle","reno"
"58371",NA,"us","fireball","yakima"
"58372",NA,"us","unknown","corbin"
"58373",NA,"us","flash","waterford"
"58374",NA,"us","cigar","springfield"
"58375",NA,NA,"cigar","navajo lake"
"58376",NA,"us","light","pennsauken"
"58377",NA,"us","unknown","new carlisle"
"58378",NA,"us","rectangle","phoenix"
"58379",NA,"us","circle","chico"
"58380",NA,"us","light","paso robles (lake nacimiento region)"
"58381",NA,"us","sphere","minneapolis"
"58382",NA,"us","triangle","jefferson city"
"58383",NA,NA,"other","desoto"
"58384",NA,"us","circle","penn valley"
"58385",NA,NA,"light","phillip island (australia)"
"58386",NA,"us","triangle","kenilworth"
"58387",NA,"us","unknown","seattle (north)"
"58388",NA,"us","unknown","gheen"
"58389",NA,NA,"unknown","churchable  (australia)"
"58390",NA,"us","sphere","salt lake city"
"58391",NA,"us","oval","martinez"
"58392",NA,"us","cone","los angeles"
"58393",NA,"ca","other","west vancouver (canada)"
"58394",NA,NA,"other","france"
"58395",NA,"us","sphere","napa"
"58396",NA,"us","other","richmond"
"58397",NA,NA,"changing","nsw  (australia)"
"58398",NA,"gb","formation","shoreham (uk/england)"
"58399",NA,"us","triangle","kettleman city"
"58400",NA,"us","oval","roy"
"58401",NA,NA,"circle","lake aloha"
"58402",NA,"us","light","isle la motte"
"58403",NA,"us","light","edmonds"
"58404",NA,"us","flash","prophetstown"
"58405",NA,"us","sphere","prince george"
"58406",NA,"us","light","virginia beach"
"58407",NA,"us","disk","bolivar"
"58408",NA,"us","oval","anacortes"
"58409",NA,"us","other","lafayette"
"58410",NA,"us","cigar","boston"
"58411",NA,NA,"other","ferizaj&#44 babush (kosovo)"
"58412",NA,"au","fireball","walpole (australia)"
"58413",NA,"ca","oval","coquitlam (canada)"
"58414",NA,"us","triangle","olympia"
"58415",NA,"us","unknown","hamilton"
"58416",NA,"us","light","mt. union"
"58417",NA,"us","triangle","carter"
"58418",NA,NA,"sphere","ibiza (spain)"
"58419",NA,"us","unknown","lantana"
"58420",NA,"us","sphere","edmond"
"58421",NA,"us","fireball","jacksonville"
"58422",NA,"us","unknown","lantana"
"58423",NA,"us","light","san jose"
"58424",NA,"us","light","harbor springs"
"58425",NA,"us","light","ogden"
"58426",NA,NA,"light","zakynthos (greece)"
"58427",NA,"ca","circle","guelph (canada)"
"58428",NA,"us","light","fort worth"
"58429",NA,"us","light","mountlake terrace"
"58430",NA,"us","disk","seattle"
"58431",NA,NA,"disk","sault ste. marie"
"58432",NA,"us","sphere","shoreview"
"58433",NA,"us","circle","neptune"
"58434",NA,"us","triangle","shawnee"
"58435",NA,"ca","light","markham (canada)"
"58436",NA,"us","circle","oak lawn"
"58437",NA,NA,"light","north adamas"
"58438",NA,"ca","light","hamilton (canada)"
"58439",NA,"us","rectangle","phoenix"
"58440",NA,"us","triangle","north platte"
"58441",NA,"us","fireball","noblesville"
"58442",NA,"us","cylinder","philadelphia"
"58443",NA,"gb","light","thetford (uk/england)"
"58444",NA,"us","disk","liberty"
"58445",NA,"us","oval","cape girardeau"
"58446",NA,"us","other","lexington"
"58447",NA,"us","triangle","milton"
"58448",NA,"us","diamond","goodlettsville"
"58449",NA,"us","unknown","las cruces"
"58450",NA,"us","disk","san ramon"
"58451",NA,"gb","fireball","cheltenham (uk/england)"
"58452",NA,"us","unknown","auburn hills"
"58453",NA,"us","egg","new york"
"58454",NA,"us","disk","las vegas"
"58455",NA,"us","light","san jose"
"58456",NA,"us","light","davison"
"58457",NA,"us","light","surprise"
"58458",NA,"us","diamond","victorville"
"58459",NA,"us","cigar","smyrna"
"58460",NA,"us","unknown","somerville"
"58461",NA,"ca","unknown","windsor (canada)"
"58462",NA,"us","unknown","sarasota"
"58463",NA,"us","light","waxhaw"
"58464",NA,"us","fireball","midvale"
"58465",NA,"us","circle","southgate"
"58466",NA,"us","triangle","rohnert park"
"58467",NA,NA,"disk","south slocan (canada)"
"58468",NA,"us","light","signal mountain"
"58469",NA,NA,"light","tumbler ridge (canada)"
"58470",NA,"us","unknown","mckinney"
"58471",NA,"us","light","new milford"
"58472",NA,"us","light","boonville"
"58473",NA,"us","light","hodgkins"
"58474",NA,"ca","circle","forest (canada)"
"58475",NA,"us","light","jacksonville"
"58476",NA,"us","light","salina"
"58477",NA,"us","cigar","culpeper county"
"58478",NA,"us","triangle","waretown"
"58479",NA,"us","light","dexter"
"58480",NA,"us","light","evansville"
"58481",NA,"us","disk","porterville"
"58482",NA,NA,"light","steinkjer&#44 nord-tr&oslash;ndelag (norway)"
"58483",NA,"us","disk","osage beach"
"58484",NA,"us","unknown","dover"
"58485",NA,"us","light","san diego"
"58486",NA,NA,"oval","south myrtle beach pier"
"58487",NA,"us","fireball","corpus christi"
"58488",NA,"us","light","jeannette"
"58489",NA,"us","light","fruitland"
"58490",NA,"us","light","modesto"
"58491",NA,"us","light","new york city (staten island)"
"58492",NA,"us","diamond","modesto"
"58493",NA,"us","sphere","rancho palos verdes"
"58494",NA,"us","circle","bridgeport"
"58495",NA,"us","light","visalia"
"58496",NA,"us","light","rayne"
"58497",NA,"us","sphere","lexington"
"58498",NA,"gb","light","hastings (uk/england)"
"58499",NA,"us","triangle","alexandria"
"58500",NA,"us","light","antioch"
"58501",NA,"us","other","south ogden"
"58502",NA,"us","fireball","pico rivera"
"58503",NA,"us","triangle","heyburn"
"58504",NA,"us","light","colorado springs"
"58505",NA,"us","cigar","las vegas"
"58506",NA,"us","light","evanston"
"58507",NA,"us","sphere","milton"
"58508",NA,"us","other","knoxville"
"58509",NA,"us","unknown","bristol"
"58510",NA,"us","formation","glasgow"
"58511",NA,"us","egg","shelbyville"
"58512",NA,"us","fireball","portland"
"58513",NA,"us","fireball","bellingham"
"58514",NA,"us","light","bellingham"
"58515",NA,"us","other","cotulla"
"58516",NA,"us","light","kingsford"
"58517",NA,"us","oval","lebanon"
"58518",NA,"ca","fireball","kingsville (canada)"
"58519",NA,"us","flash","loveland"
"58520",NA,"us","light","seattle"
"58521",NA,"us","light","jordan"
"58522",NA,"us","light","lafayette"
"58523",NA,"us","sphere","eureka"
"58524",NA,"us","fireball","parkville"
"58525",NA,"ca","sphere","shell lake (near) (canada)"
"58526",NA,"us","light","yankton"
"58527",NA,"us","circle","noblesville"
"58528",NA,"us","fireball","polson"
"58529",NA,"us","oval","spring city"
"58530",NA,"us","triangle","chattanooga"
"58531",NA,NA,"circle","darley (australi)"
"58532",NA,NA,"diamond","mililani"
"58533",NA,"us","sphere","stanton"
"58534",NA,"us","other","elizabeth city"
"58535",NA,NA,"light","willow beach (canada)"
"58536",NA,"us","light","d&#39iberville"
"58537",NA,"us","unknown","kelseyville"
"58538",NA,"us","light","newtown"
"58539",NA,"us","sphere","lake wales"
"58540",NA,"us","circle","baldwinsville"
"58541",NA,"us","sphere","baldwinsville"
"58542",NA,"us","fireball","springfield"
"58543",NA,NA,"circle","st. george island"
"58544",NA,"us","light","edmonds"
"58545",NA,"us","light","middletown"
"58546",NA,"ca","light","dunnville (canada)"
"58547",NA,"us","cylinder","indianapolis"
"58548",NA,"us","light","minong"
"58549",NA,"us","light","river falls"
"58550",NA,"us","other","st. paul"
"58551",NA,"us","fireball","murfreesboro"
"58552",NA,"us","light","reston"
"58553",NA,"ca","sphere","winnipeg (canada)"
"58554",NA,"us","fireball","gas city"
"58555",NA,"gb","other","sutton coldfield (uk/england)"
"58556",NA,"us","light","chesterfield"
"58557",NA,NA,"egg","monrowville"
"58558",NA,"us","other","willingboro"
"58559",NA,"us","sphere","belton"
"58560",NA,NA,"disk","ft. duschene (near)"
"58561",NA,"us","sphere","blairsden"
"58562",NA,"us","fireball","index"
"58563",NA,"us","oval","baltimore"
"58564",NA,"us","other","tacoma"
"58565",NA,"us","oval","baltimore"
"58566",NA,NA,"unknown","jim ridge"
"58567",NA,"us","other","knoxville"
"58568",NA,"us","cigar","salem"
"58569",NA,"us","disk","lac du flambeau"
"58570",NA,"us","disk","florence (??)"
"58571",NA,"us","light","florence (??))"
"58572",NA,"us","disk","jackson heights"
